id_registro,id_municipio,rede_geral,poco_ou_nascente,poço_ou_nascente_fora_da_propriedade,carro-pipa,agua_da_chuva_em_cisterna,agua_da_chuva_outra_forma,rio_acude_lago_igarapé,poço_ou_nascente_na_aldeia,poco_ou_nascente_fora_da_aldeia,outro
2754,2754,36947.0,2949.0,185.0,11.0,160.0,,156.0,,,182.0
2755,2755,5839.0,439.0,23.0,,,,4.0,,,10.0
2756,2756,2313.0,271.0,310.0,,95.0,,262.0,,,5.0
2757,2757,3004.0,702.0,767.0,,123.0,,9.0,,,5.0
2758,2758,6591.0,971.0,262.0,,44.0,,45.0,,,6.0
2759,2759,20218.0,4079.0,1178.0,,20.0,,9.0,,,4.0
2760,2760,5062.0,183.0,2603.0,580.0,90.0,54.0,1160.0,,,69.0
2761,2761,1243.0,2038.0,377.0,,38.0,2.0,26.0,,,3.0
2762,2762,14591.0,721.0,2105.0,,14.0,,6.0,,,18.0
2763,2763,74863.0,1512.0,3605.0,50.0,2.0,5.0,45.0,,,157.0
2764,2764,2378.0,1167.0,165.0,4.0,7.0,,33.0,,,28.0
2765,2765,10989.0,1398.0,354.0,,,,8.0,,,14.0
2766,2766,6439.0,204.0,244.0,,,,97.0,,,386.0
2767,2767,8268.0,2940.0,4034.0,,20.0,1.0,8.0,,,18.0
2768,2768,68553.0,3653.0,914.0,30.0,14.0,,10.0,,,56.0
2769,2769,3995.0,898.0,569.0,5.0,12.0,,4.0,,,16.0
2770,2770,10767.0,10946.0,3513.0,2.0,1117.0,28.0,3896.0,,,314.0
2771,2771,5337.0,3144.0,1308.0,,12.0,,381.0,,,102.0
2772,2772,2753.0,146.0,1350.0,295.0,47.0,,310.0,,,52.0
2773,2773,1217.0,400.0,309.0,,,,28.0,,,19.0
2774,2774,3207.0,633.0,845.0,60.0,5.0,,393.0,,,112.0
2775,2775,2415.0,85.0,32.0,,,,,,,
2776,2776,34907.0,3161.0,1092.0,,67.0,,18.0,,,90.0
2777,2777,1345.0,495.0,244.0,,,,10.0,,,9.0
2778,2778,1087.0,1084.0,863.0,,14.0,,5.0,,,
2779,2779,3185.0,1098.0,180.0,,15.0,,,,,12.0
2780,2780,2956.0,2985.0,1267.0,,38.0,,6.0,,,17.0
2781,2781,31290.0,1637.0,1924.0,208.0,36.0,5.0,,,,57.0
2782,2782,24322.0,5020.0,1868.0,,41.0,,64.0,,,47.0
2783,2783,60883.0,3529.0,4818.0,43.0,61.0,2.0,46.0,,,397.0
2784,2784,3793.0,1718.0,314.0,,3.0,9.0,108.0,,,43.0
2785,2785,3818.0,656.0,885.0,43.0,33.0,4.0,365.0,,,23.0
2786,2786,11321.0,2282.0,4878.0,,15.0,,225.0,,,30.0
2787,2787,3113.0,328.0,959.0,1030.0,250.0,52.0,163.0,,,20.0
2788,2788,3670.0,670.0,204.0,,,,36.0,,,3.0
2789,2789,6807.0,716.0,224.0,,47.0,2.0,156.0,,,14.0
2790,2790,1212.0,148.0,195.0,,,,1.0,,,
2791,2791,4902.0,1445.0,170.0,,,,,,,7.0
2792,2792,5045.0,911.0,387.0,,,,435.0,,,125.0
2793,2793,12321.0,1382.0,344.0,,,,5.0,,,7.0
2794,2794,77760.0,4284.0,1458.0,16.0,18.0,,21.0,,,60.0
2795,2795,71259.0,9250.0,1980.0,24.0,135.0,20.0,1405.0,,,239.0
2796,2796,16279.0,3013.0,810.0,,,1.0,,,,9.0
2797,2797,15745.0,1821.0,1673.0,,,,9.0,,,1.0
2798,2798,19406.0,1615.0,872.0,74.0,286.0,4.0,177.0,,,36.0
2799,2799,12990.0,1068.0,1245.0,,,,140.0,,,22.0
2800,2800,6129.0,1393.0,566.0,4.0,41.0,,7.0,,,
2801,2801,1301.0,534.0,217.0,,,,8.0,,,
2802,2802,763.0,337.0,596.0,,,,56.0,,,5.0
2803,2803,100248.0,4622.0,539.0,,118.0,6.0,155.0,,,37.0
2804,2804,4982.0,216.0,156.0,12.0,1.0,5.0,169.0,,,17.0
2805,2805,126208.0,7876.0,2798.0,35.0,130.0,22.0,924.0,,,113.0
2806,2806,69747.0,9245.0,2191.0,3.0,55.0,2.0,392.0,,,75.0
2807,2807,4228.0,923.0,110.0,4.0,,,,,,15.0
2808,2808,5280.0,3218.0,667.0,,,,50.0,,,9.0
2809,2809,2740.0,1596.0,417.0,,,4.0,105.0,,,22.0
2810,2810,5803.0,2061.0,400.0,5.0,19.0,2.0,71.0,,,151.0
2811,2811,9039.0,5952.0,1481.0,6.0,,,616.0,,,59.0
2812,2812,20293.0,1472.0,897.0,289.0,10.0,15.0,292.0,,,434.0
2813,2813,2171.0,2959.0,1250.0,,188.0,,88.0,,,14.0
2814,2814,2026.0,1106.0,204.0,,5.0,,,,,21.0
2815,2815,2589.0,1011.0,259.0,,,,,,,3.0
2816,2816,1312.0,377.0,488.0,,,,6.0,,,2.0
2817,2817,5625.0,2790.0,2941.0,,3.0,,15.0,,,21.0
2818,2818,7195.0,414.0,2164.0,52.0,57.0,16.0,342.0,,,52.0
2819,2819,2929.0,413.0,108.0,,,,27.0,,,5.0
2820,2820,55610.0,2003.0,691.0,,66.0,3.0,19.0,,,95.0
2821,2821,1080.0,577.0,102.0,,,,,,,25.0
2822,2822,2745.0,314.0,60.0,,,,1.0,,,
2823,2823,3126.0,533.0,293.0,7.0,92.0,,13.0,,,3.0
2824,2824,7341.0,1143.0,352.0,,11.0,,14.0,,,1.0
2825,2825,9449.0,4161.0,494.0,,18.0,5.0,154.0,,,
2826,2826,18064.0,1443.0,449.0,1.0,19.0,,3.0,,,26.0
2827,2827,5800.0,1169.0,32.0,,6.0,,9.0,,,16.0
2828,2828,3004.0,864.0,160.0,2.0,,,5.0,,,19.0
2829,2829,1689.0,817.0,185.0,,,,19.0,,,127.0
2830,2830,3617.0,3361.0,114.0,,,,,,,
2831,2831,3169.0,752.0,106.0,,,,,,,6.0
2832,2832,3608.0,670.0,361.0,,,,61.0,,,5.0
2833,2833,2145.0,1526.0,809.0,,,,59.0,,,55.0
2834,2834,6995.0,909.0,102.0,,182.0,,26.0,,,10.0
2835,2835,3933.0,410.0,58.0,8.0,,,5.0,,,
2836,2836,3953.0,758.0,1537.0,189.0,100.0,7.0,638.0,,,21.0
2837,2837,4119.0,1772.0,376.0,,68.0,,23.0,,,6.0
2838,2838,3927.0,674.0,15.0,,,,,,,
2839,2839,6547.0,5813.0,4337.0,,356.0,,70.0,,,27.0
2840,2840,2350.0,1398.0,1419.0,,,,6.0,,,4.0
2841,2841,4984.0,2108.0,823.0,,19.0,,,,,41.0
2842,2842,9007.0,1187.0,143.0,,,,6.0,,,4.0
2843,2843,51829.0,736.0,89.0,56.0,10.0,1.0,91.0,,,89.0
2844,2844,8503.0,2183.0,114.0,,,,,,,13.0
2845,2845,21770.0,1050.0,1829.0,6.0,188.0,6.0,234.0,,,17.0
2846,2846,28448.0,2339.0,295.0,,168.0,,222.0,,,4.0
2847,2847,9785.0,483.0,17.0,42.0,4.0,,,,,7.0
2848,2848,9100.0,3502.0,3266.0,,5.0,,5.0,,,9.0
2849,2849,146923.0,3286.0,1363.0,8.0,51.0,,21.0,,,96.0
2850,2850,5728.0,2622.0,494.0,3.0,,,9.0,,,77.0
2851,2851,24497.0,3319.0,148.0,69.0,332.0,17.0,344.0,,,123.0
2852,2852,49886.0,4984.0,1504.0,,43.0,,30.0,,,105.0
2853,2853,2714.0,509.0,373.0,75.0,187.0,,80.0,,,13.0
2854,2854,5059.0,2473.0,2478.0,6.0,240.0,52.0,804.0,,,211.0
2855,2855,27237.0,969.0,4726.0,804.0,484.0,109.0,2689.0,,,421.0
2856,2856,5212.0,3914.0,1126.0,,93.0,,31.0,,,16.0
2857,2857,9322.0,4419.0,1094.0,,80.0,,521.0,,,142.0
2858,2858,117294.0,9983.0,1893.0,11.0,21.0,4.0,51.0,,,171.0
2859,2859,3856.0,1171.0,1093.0,,,,8.0,,,10.0
2860,2860,6698.0,759.0,777.0,,18.0,,13.0,,,59.0
2861,2861,19339.0,5015.0,532.0,6.0,8.0,,185.0,,,14.0
2862,2862,7707.0,820.0,119.0,,97.0,,8.0,,,
2863,2863,1807.0,1170.0,282.0,,,,3.0,,,1.0
2864,2864,2150.0,1615.0,1636.0,,,,14.0,,,93.0
2865,2865,2193.0,386.0,828.0,7.0,133.0,4.0,327.0,,,22.0
2866,2866,2381.0,265.0,282.0,,,,24.0,,,
2867,2867,13406.0,3108.0,1321.0,,4.0,2.0,537.0,,,59.0
2868,2868,8999.0,274.0,291.0,2.0,,,,,,
2869,2869,2714.0,470.0,69.0,,1.0,,28.0,,,1.0
2870,2870,1137.0,358.0,197.0,,161.0,,,,,4.0
2871,2871,14850.0,167.0,315.0,,,,3.0,,,5.0
2872,2872,14781.0,6954.0,1610.0,,212.0,,69.0,,,56.0
2873,2873,8946.0,1231.0,87.0,,,,1.0,,,7.0
2874,2874,4024.0,1748.0,779.0,,,,9.0,,,4.0
2875,2875,8733.0,1279.0,777.0,,2.0,,17.0,,,12.0
2876,2876,12863.0,3203.0,724.0,,,1.0,93.0,,,21.0
2877,2877,2689.0,898.0,1013.0,,21.0,4.0,32.0,,,6.0
2878,2878,4554.0,1488.0,871.0,15.0,379.0,,559.0,,,57.0
2879,2879,5170.0,777.0,1508.0,135.0,400.0,49.0,1219.0,,,88.0
2880,2880,279075.0,6690.0,1999.0,1510.0,674.0,2.0,54.0,,,1817.0
2881,2881,3505.0,227.0,44.0,,25.0,,10.0,,,2.0
2882,2882,8558.0,251.0,192.0,63.0,7.0,,2.0,,,9.0
2883,2883,11389.0,2302.0,227.0,,58.0,,53.0,,,36.0
2884,2884,3611.0,661.0,581.0,,15.0,,228.0,,,97.0
2885,2885,1921.0,289.0,240.0,,,2.0,2.0,,,4.0
2886,2886,2382.0,2406.0,987.0,,98.0,7.0,30.0,,,132.0
2887,2887,3229.0,1444.0,517.0,,30.0,,24.0,,,15.0
2888,2888,7262.0,1294.0,74.0,,,,,,,26.0
2889,2889,7826.0,2758.0,1123.0,3.0,6.0,4.0,30.0,,,19.0
2890,2890,18281.0,4341.0,3196.0,388.0,147.0,339.0,2158.0,,,146.0
2891,2891,11886.0,1525.0,626.0,,,,7.0,,,51.0
2892,2892,14217.0,2325.0,429.0,,,,,,,17.0
2893,2893,3953.0,796.0,444.0,,,,41.0,,,5.0
2894,2894,5476.0,3370.0,2861.0,11.0,133.0,10.0,1621.0,,,60.0
2895,2895,3425.0,675.0,808.0,,,,10.0,,,6.0
2896,2896,1675.0,164.0,269.0,,,,5.0,,,1.0
2897,2897,6114.0,585.0,98.0,,14.0,1.0,,,,5.0
2898,2898,2710.0,745.0,103.0,5.0,,,4.0,,,5.0
2899,2899,2149.0,1572.0,500.0,,,,11.0,,,
2900,2900,4057.0,984.0,948.0,206.0,197.0,60.0,1223.0,,,92.0
2901,2901,7670.0,1020.0,663.0,1.0,1.0,2.0,458.0,,,58.0
2902,2902,120749.0,1907.0,1471.0,789.0,462.0,15.0,147.0,,,450.0
2903,2903,9995.0,3628.0,1626.0,,17.0,,217.0,,,118.0
2904,2904,19216.0,3418.0,795.0,3.0,5.0,,67.0,,,171.0
2905,2905,32069.0,1114.0,1357.0,523.0,385.0,19.0,3267.0,,,248.0
2906,2906,5948.0,101.0,9.0,,11.0,19.0,605.0,,,153.0
2907,2907,24926.0,1160.0,1569.0,38.0,26.0,9.0,23.0,,,33.0
2908,2908,2949.0,3473.0,1230.0,,,,,,,
2909,2909,1732.0,819.0,203.0,,,,23.0,,,
2910,2910,2164.0,1278.0,960.0,,,,166.0,,,
2911,2911,7773.0,38.0,17.0,,26.0,,,,,5.0
2912,2912,2415.0,887.0,721.0,,145.0,18.0,186.0,,,17.0
2913,2913,2696.0,2036.0,184.0,,,1.0,57.0,,,3.0
2914,2914,2272.0,1592.0,495.0,,,,40.0,,,183.0
2915,2915,2341.0,491.0,242.0,21.0,67.0,11.0,722.0,,,40.0
2916,2916,3527.0,639.0,984.0,,,,107.0,731.0,,53.0
2917,2917,9634.0,1414.0,173.0,,17.0,2.0,30.0,,,23.0
2918,2918,197138.0,2371.0,1814.0,28.0,191.0,24.0,100.0,,,485.0
2919,2919,7580.0,5730.0,1625.0,,28.0,,24.0,,,4.0
2920,2920,6240.0,1597.0,2492.0,,119.0,,19.0,,,18.0
2921,2921,3886.0,772.0,440.0,,,,141.0,,,23.0
2922,2922,9602.0,3067.0,973.0,,12.0,,185.0,,,64.0
2923,2923,5506.0,2384.0,1061.0,,9.0,,6.0,,,6.0
2924,2924,2262.0,495.0,781.0,,,,41.0,,,2.0
2925,2925,3708.0,836.0,410.0,,,,11.0,,,3.0
2926,2926,4519.0,1439.0,553.0,,4.0,,,,,
2927,2927,2595.0,2242.0,735.0,,6.0,,64.0,,,50.0
2928,2928,31706.0,4517.0,1031.0,7.0,98.0,11.0,,,,34.0
2929,2929,2758.0,351.0,72.0,1.0,,,,,,16.0
2930,2930,14323.0,2824.0,507.0,,41.0,,135.0,,,121.0
2931,2931,5163.0,1737.0,319.0,,1.0,,4.0,,,1.0
2932,2932,2902.0,520.0,171.0,,,,25.0,,,
2933,2933,3354.0,2747.0,627.0,,4.0,,1220.0,,,
2934,2934,3152.0,592.0,74.0,,,,15.0,,,3.0
2935,2935,1636.0,236.0,342.0,,,,,,,
2936,2936,4380.0,153.0,24.0,,,,,,,4.0
2937,2937,3957.0,2776.0,1735.0,,31.0,,17.0,,,29.0
2938,2938,18773.0,7505.0,742.0,43.0,81.0,,,,,47.0
2939,2939,2705.0,414.0,189.0,6.0,151.0,23.0,408.0,,,63.0
2940,2940,2359.0,717.0,664.0,,51.0,,5.0,,,7.0
2941,2941,14646.0,1265.0,1356.0,,8.0,,3.0,,,4.0
2942,2942,2569.0,767.0,186.0,2.0,,,6.0,,,
2943,2943,3324.0,723.0,24.0,,,,,,,2.0
2944,2944,1571.0,1520.0,915.0,,3.0,,100.0,,,21.0
2945,2945,6777.0,2713.0,1911.0,,2.0,3.0,269.0,,,28.0
2946,2946,22562.0,2697.0,345.0,,5.0,4.0,156.0,,,10.0
2947,2947,3436.0,800.0,1875.0,14.0,3.0,,662.0,,,159.0
2948,2948,810.0,510.0,418.0,,,,24.0,,,3.0
2949,2949,2369.0,225.0,516.0,,,,16.0,,,85.0
2950,2950,40411.0,2488.0,3056.0,1.0,6.0,1.0,120.0,,,44.0
2951,2951,4249.0,237.0,58.0,,,,10.0,,,19.0
2952,2952,3149.0,270.0,62.0,,6.0,,5.0,,,16.0
2953,2953,1575.0,3090.0,732.0,,5.0,,,,,
2954,2954,10953.0,4041.0,2116.0,,46.0,,90.0,,,19.0
2955,2955,1791.0,1333.0,221.0,,4.0,,2.0,,,18.0
2956,2956,37753.0,2726.0,8252.0,972.0,692.0,19.0,2775.0,,,369.0
2957,2957,5233.0,802.0,288.0,,111.0,2.0,11.0,,,
2958,2958,4169.0,1200.0,292.0,,39.0,,23.0,,,2.0
2959,2959,3174.0,1387.0,577.0,,,,3.0,,,7.0
2960,2960,7338.0,2286.0,545.0,,,,31.0,,,3.0
2961,2961,2919.0,1082.0,365.0,,,,6.0,,,
2962,2962,2471.0,754.0,182.0,,24.0,,33.0,,,17.0
2963,2963,5056.0,755.0,116.0,3.0,85.0,,215.0,,,3.0
2964,2964,8980.0,1188.0,198.0,,3.0,,2.0,,,2.0
2965,2965,7920.0,1052.0,702.0,10.0,,,14.0,,,67.0
2966,2966,1965.0,263.0,779.0,,,,29.0,,,
2967,2967,19050.0,2962.0,1628.0,4.0,20.0,,99.0,,,18.0
2968,2968,28549.0,2516.0,477.0,,35.0,,95.0,,,12.0
2969,2969,5595.0,1199.0,41.0,,,,4.0,,,
2970,2970,3032.0,312.0,606.0,44.0,71.0,5.0,565.0,,,13.0
2971,2971,1712.0,628.0,374.0,,,,,,,4.0
2972,2972,22090.0,725.0,1235.0,178.0,86.0,27.0,733.0,,,170.0
2973,2973,6298.0,45.0,1823.0,101.0,20.0,,11.0,2402.0,961.0,28.0
2974,2974,76889.0,5389.0,1278.0,3.0,166.0,3.0,117.0,,,60.0
2975,2975,4493.0,4036.0,1535.0,,133.0,,32.0,,,3.0
2976,2976,3999.0,807.0,253.0,,64.0,1.0,29.0,,,3.0
2977,2977,6228.0,1552.0,61.0,,,,17.0,,,6.0
2978,2978,2965.0,164.0,520.0,12.0,,,371.0,,,11.0
2979,2979,15935.0,2176.0,2717.0,651.0,76.0,27.0,596.0,,,80.0
2980,2980,10269.0,3856.0,1186.0,,3.0,2.0,72.0,,,77.0
2981,2981,22916.0,1011.0,953.0,,,,10.0,,,5.0
2982,2982,20611.0,1316.0,249.0,771.0,174.0,8.0,15.0,,,94.0
2983,2983,4557.0,1486.0,696.0,4.0,,,3.0,,,
2984,2984,18838.0,579.0,193.0,43.0,16.0,,24.0,,,33.0
2985,2985,2925.0,731.0,372.0,,4.0,,27.0,,,12.0
2986,2986,2713.0,1233.0,219.0,,3.0,,4.0,,,19.0
2987,2987,2982.0,721.0,285.0,,,,,,,1.0
2988,2988,2602.0,849.0,266.0,,39.0,,19.0,,,8.0
2989,2989,4109.0,801.0,470.0,2.0,169.0,,17.0,,,26.0
2990,2990,1969.0,2990.0,1018.0,,275.0,45.0,200.0,,,34.0
2991,2991,1512.0,461.0,595.0,,6.0,,,,,
2992,2992,40683.0,398.0,228.0,2.0,11.0,,,,,20.0
2993,2993,3731.0,2378.0,633.0,,,,6.0,,,
2994,2994,3191.0,1174.0,637.0,,5.0,,,,,2.0
2995,2995,2759.0,1957.0,736.0,,,,70.0,,,23.0
2996,2996,6622.0,1567.0,82.0,,13.0,,,,,19.0
2997,2997,6523.0,1042.0,836.0,17.0,11.0,,1197.0,,,568.0
2998,2998,4129.0,1518.0,789.0,,,3.0,148.0,,,27.0
2999,2999,3061.0,1287.0,557.0,,,,4.0,,,
3000,3000,1527.0,937.0,329.0,,,,,,,
3001,3001,2684.0,2679.0,342.0,,,,9.0,,,19.0
3002,3002,3702.0,4673.0,1073.0,,28.0,,1084.0,,,34.0
3003,3003,3636.0,1914.0,208.0,,12.0,,8.0,,,
3004,3004,59549.0,4297.0,734.0,3.0,5.0,,10.0,,,20.0
3005,3005,813.0,376.0,402.0,,8.0,,,,,7.0
3006,3006,1322.0,413.0,368.0,,,1.0,,,,1.0
3007,3007,4250.0,1301.0,1000.0,,,,19.0,,,5.0
3008,3008,8404.0,1527.0,561.0,,10.0,,19.0,,,3.0
3009,3009,5471.0,1275.0,301.0,3.0,,,3.0,,,
3010,3010,5906.0,1042.0,37.0,,,,,,,3.0
3011,3011,3784.0,1072.0,1345.0,,,,2.0,,,19.0
3012,3012,3196.0,1906.0,421.0,,,,20.0,,,22.0
3013,3013,24646.0,434.0,458.0,36.0,129.0,,5.0,,,64.0
3014,3014,1527.0,747.0,537.0,,,,7.0,,,27.0
3015,3015,3277.0,1009.0,917.0,,,,1.0,,,
3016,3016,1510.0,381.0,89.0,,,,,,,7.0
3017,3017,4865.0,1816.0,494.0,,5.0,,5.0,,,2.0
3018,3018,679.0,794.0,392.0,,,,,,,
3019,3019,1965.0,1632.0,417.0,,2.0,1.0,502.0,,,23.0
3020,3020,4050.0,1122.0,457.0,,,1.0,27.0,,,3.0
3021,3021,1519.0,1361.0,570.0,,,,33.0,,,4.0
3022,3022,6901.0,1418.0,1565.0,5.0,233.0,12.0,10.0,,,34.0
3023,3023,3473.0,2616.0,943.0,,19.0,,48.0,,,24.0
3024,3024,1505.0,149.0,123.0,,,,8.0,,,2.0
3025,3025,1821.0,773.0,1456.0,,6.0,,143.0,,,9.0
3026,3026,527.0,241.0,,,,,43.0,,,1.0
3027,3027,7765.0,2179.0,379.0,,,,159.0,,,14.0
3028,3028,7236.0,644.0,430.0,5.0,,,29.0,,,47.0
3029,3029,6472.0,937.0,76.0,2.0,3.0,,,,,6.0
3030,3030,2163.0,184.0,984.0,119.0,58.0,21.0,858.0,,,32.0
3031,3031,1523.0,270.0,193.0,,,,,,,
3032,3032,12920.0,2791.0,4504.0,,147.0,,268.0,,,54.0
3033,3033,208016.0,2994.0,999.0,169.0,58.0,11.0,144.0,,,673.0
3034,3034,2513.0,4691.0,2325.0,2.0,,5.0,1281.0,,,27.0
3035,3035,1497.0,541.0,142.0,,,,7.0,,,2.0
3036,3036,3578.0,2017.0,377.0,,,,7.0,,,2.0
3037,3037,2049.0,306.0,151.0,,,,30.0,,,
3038,3038,7455.0,7246.0,3417.0,,4.0,,80.0,,,16.0
3039,3039,3915.0,1755.0,141.0,,6.0,,1.0,,,2.0
3040,3040,3688.0,1030.0,817.0,,,,18.0,,,27.0
3041,3041,2766.0,1008.0,287.0,,,,3.0,,,6.0
3042,3042,24278.0,4255.0,1154.0,263.0,201.0,37.0,518.0,,,83.0
3043,3043,1955.0,858.0,317.0,,,,3.0,,,1.0
3044,3044,2459.0,1298.0,173.0,,,,169.0,,,
3045,3045,1080.0,540.0,98.0,5.0,,,138.0,,,10.0
3046,3046,2005.0,802.0,384.0,1.0,309.0,,140.0,,,122.0
3047,3047,7517.0,5158.0,1136.0,143.0,128.0,,78.0,,,33.0
3048,3048,7023.0,3916.0,285.0,,49.0,1.0,6.0,,,10.0
3049,3049,110858.0,15295.0,4426.0,,494.0,26.0,1469.0,,,533.0
3050,3050,75388.0,3478.0,1605.0,422.0,69.0,,4.0,,,45.0
3051,3051,5660.0,1042.0,72.0,3.0,29.0,,62.0,,,1.0
3052,3052,4772.0,1359.0,673.0,,7.0,,5.0,,,11.0
3053,3053,12316.0,3108.0,290.0,2.0,,,30.0,,,
3054,3054,1677.0,1306.0,965.0,,,,,,,
3055,3055,2830.0,1852.0,1014.0,,,,16.0,,,5.0
3056,3056,7232.0,1599.0,635.0,,5.0,,7.0,,,2.0
3057,3057,64845.0,6042.0,614.0,,104.0,,121.0,,,104.0
3058,3058,26363.0,1243.0,237.0,37.0,70.0,,169.0,,,19.0
3059,3059,46493.0,6295.0,766.0,1.0,77.0,5.0,8.0,,,27.0
3060,3060,4931.0,935.0,303.0,,6.0,,84.0,,,15.0
3061,3061,21539.0,1802.0,187.0,,166.0,,162.0,,,21.0
3062,3062,13482.0,1062.0,1776.0,236.0,73.0,10.0,1321.0,,,6.0
3063,3063,2752.0,1394.0,442.0,,,,,,,20.0
3064,3064,91353.0,8395.0,1132.0,,18.0,5.0,74.0,,,20.0
3065,3065,10051.0,581.0,467.0,49.0,54.0,,345.0,,,77.0
3066,3066,5752.0,4243.0,1566.0,,439.0,4.0,14.0,,,5.0
3067,3067,281376.0,8816.0,462.0,,634.0,6.0,1011.0,,,179.0
3068,3068,588195.0,9732.0,1699.0,24.0,35.0,2.0,185.0,,,703.0
3069,3069,2193.0,359.0,78.0,,,,39.0,,,19.0
3070,3070,62429.0,8340.0,2727.0,114.0,445.0,16.0,1760.0,,,565.0
3071,3071,2560.0,1171.0,178.0,,398.0,2.0,19.0,,,5.0
3072,3072,2106.0,273.0,452.0,74.0,,,240.0,,,11.0
3073,3073,7220.0,1722.0,1299.0,,,,4.0,,,24.0
3074,3074,7509.0,1619.0,1096.0,1154.0,174.0,3.0,1984.0,,,34.0
3075,3075,5239.0,706.0,266.0,,173.0,1.0,36.0,,,11.0
3076,3076,1500.0,449.0,123.0,,7.0,,70.0,,,5.0
3077,3077,2430.0,372.0,1835.0,56.0,,,28.0,,,10.0
3078,3078,118002.0,3881.0,652.0,4.0,9.0,,41.0,,,30.0
3079,3079,5045.0,500.0,283.0,6.0,7.0,,119.0,,,52.0
3080,3080,32752.0,1349.0,811.0,91.0,97.0,9.0,471.0,,,114.0
3081,3081,15654.0,693.0,1961.0,125.0,58.0,6.0,140.0,,,430.0
3082,3082,16594.0,2045.0,318.0,62.0,6.0,,527.0,,,25.0
3083,3083,5239.0,1377.0,1011.0,78.0,142.0,20.0,358.0,,,51.0
3084,3084,3817.0,368.0,558.0,255.0,23.0,,510.0,,,2.0
3085,3085,1999.0,962.0,189.0,4.0,76.0,,12.0,,,5.0
3086,3086,1811.0,2322.0,539.0,,4.0,2.0,4.0,,,
3087,3087,102861.0,792.0,143.0,10.0,53.0,7.0,9.0,,,173.0
3088,3088,64953.0,5739.0,875.0,,187.0,7.0,34.0,,,105.0
3089,3089,1873.0,1000.0,831.0,,10.0,,9.0,,,
3090,3090,8808.0,435.0,1921.0,357.0,403.0,115.0,1438.0,,,120.0
3091,3091,5294.0,1422.0,1676.0,1.0,,,178.0,,,
3092,3092,6246.0,3404.0,739.0,,81.0,,11.0,,,11.0
3093,3093,3559.0,1032.0,989.0,,6.0,,50.0,,,8.0
3094,3094,32477.0,4275.0,803.0,,8.0,,24.0,,,262.0
3095,3095,3981.0,899.0,152.0,,,,7.0,,,5.0
3096,3096,709.0,419.0,1407.0,,,,12.0,,,
3097,3097,15177.0,11761.0,3193.0,,54.0,6.0,178.0,,,570.0
3098,3098,6234.0,4058.0,1322.0,,,1.0,82.0,,,25.0
3099,3099,3013.0,5390.0,950.0,,,,34.0,,,4.0
3100,3100,22364.0,5957.0,2168.0,,,,108.0,,,11.0
3101,3101,6541.0,4525.0,2833.0,,,,27.0,,,17.0
3102,3102,4247.0,2579.0,454.0,,21.0,,9.0,,,1.0
3103,3103,19015.0,3131.0,1588.0,1.0,,,2.0,,,59.0
3104,3104,5247.0,1511.0,692.0,,,,53.0,,,5.0
3105,3105,71686.0,7699.0,780.0,448.0,7.0,,32.0,358.0,,406.0
3106,3106,6987.0,2251.0,558.0,,,,4.0,,,3.0
3107,3107,23227.0,4222.0,923.0,43.0,,,454.0,,,20.0
3108,3108,26105.0,12465.0,1408.0,,15.0,4.0,35.0,,,55.0
3109,3109,10197.0,3705.0,136.0,,,,27.0,,,7.0
3110,3110,8544.0,623.0,115.0,,,,36.0,,,67.0
3111,3111,3276.0,7018.0,1545.0,,,,19.0,,,14.0
3112,3112,176368.0,8977.0,2524.0,13.0,4.0,22.0,311.0,,,516.0
3113,3113,337990.0,7678.0,1436.0,20.0,14.0,5.0,11.0,,,361.0
3114,3114,23998.0,8104.0,2435.0,,,8.0,104.0,,,16.0
3115,3115,97974.0,10645.0,1828.0,,15.0,3.0,303.0,,,114.0
3116,3116,23834.0,3127.0,1108.0,,5.0,,108.0,,,170.0
3117,3117,5808.0,4432.0,1347.0,,,,43.0,,,6.0
3118,3118,1904.0,1728.0,871.0,,,,,,,
3119,3119,10182.0,18146.0,3302.0,,,3.0,59.0,,,5.0
3120,3120,3531.0,2434.0,367.0,,,,43.0,,,3.0
3121,3121,15431.0,6061.0,1019.0,,4.0,1.0,71.0,,,73.0
3122,3122,13684.0,2589.0,507.0,,,,40.0,,,26.0
3123,3123,4410.0,5904.0,523.0,,,,3.0,,,10.0
3124,3124,21098.0,4441.0,1878.0,142.0,,7.0,77.0,,,9.0
3125,3125,93551.0,8203.0,2428.0,,22.0,,21.0,,,430.0
3126,3126,11673.0,7422.0,3191.0,,,,13.0,,,12.0
3127,3127,9696.0,1088.0,360.0,,1.0,,14.0,,,11.0
3128,3128,3441.0,3860.0,1174.0,,,,359.0,,,105.0
3129,3129,7730.0,2777.0,1961.0,,,,10.0,,,4.0
3130,3130,3720.0,5456.0,2403.0,,,,,,,49.0
3131,3131,8283.0,4665.0,993.0,,1.0,3.0,153.0,,,6.0
3132,3132,22492.0,6891.0,1447.0,5.0,4.0,,12.0,,,44.0
3133,3133,4726.0,5103.0,1008.0,,3.0,,19.0,,,4.0
3134,3134,14942.0,7698.0,4176.0,,3.0,,431.0,,,14.0
3135,3135,16575.0,7426.0,526.0,,10.0,,12.0,,,48.0
3136,3136,8355.0,1919.0,549.0,,,3.0,22.0,,,
3137,3137,14136.0,1424.0,199.0,,,,6.0,,,7.0
3138,3138,3926.0,5561.0,1188.0,,3.0,,105.0,,,17.0
