id_registro,id_municipio,rede_geral,fossa_septica,fossa_rudimendar,vala,Rio_lago_mar,outros,nao_possui
2998,2998,3543.0,594.0,2041.0,238.0,52.0,42.0,104.0
2999,2999,2944.0,48.0,1119.0,132.0,651.0,14.0,1.0
3000,3000,1314.0,9.0,56.0,166.0,1197.0,47.0,4.0
3001,3001,3279.0,379.0,352.0,130.0,1408.0,172.0,13.0
3002,3002,2622.0,382.0,6282.0,235.0,384.0,118.0,571.0
3003,3003,2840.0,1078.0,1844.0,1.0,2.0,9.0,4.0
3004,3004,59228.0,3689.0,1401.0,67.0,128.0,80.0,25.0
3005,3005,158.0,59.0,93.0,155.0,1077.0,17.0,47.0
3006,3006,1586.0,17.0,69.0,22.0,404.0,5.0,2.0
3007,3007,4232.0,986.0,942.0,38.0,276.0,59.0,42.0
3008,3008,6418.0,1265.0,2638.0,8.0,144.0,39.0,12.0
3009,3009,5437.0,9.0,1501.0,56.0,35.0,4.0,11.0
3010,3010,5739.0,38.0,1069.0,81.0,48.0,7.0,6.0
3011,3011,3602.0,656.0,996.0,20.0,907.0,34.0,7.0
3012,3012,1398.0,49.0,2763.0,101.0,1090.0,13.0,151.0
3013,3013,21237.0,806.0,2617.0,17.0,1002.0,83.0,10.0
3014,3014,1283.0,2.0,346.0,121.0,911.0,147.0,35.0
3015,3015,2965.0,361.0,1123.0,259.0,371.0,74.0,51.0
3016,3016,1302.0,37.0,97.0,87.0,463.0,,1.0
3017,3017,3389.0,211.0,785.0,20.0,2772.0,9.0,1.0
3018,3018,660.0,9.0,899.0,49.0,247.0,1.0,
3019,3019,1683.0,467.0,1475.0,53.0,87.0,23.0,754.0
3020,3020,3613.0,1.0,418.0,11.0,1594.0,3.0,20.0
3021,3021,1249.0,238.0,467.0,131.0,1042.0,95.0,265.0
3022,3022,5347.0,123.0,2449.0,269.0,1929.0,36.0,25.0
3023,3023,3039.0,147.0,1229.0,231.0,2334.0,68.0,75.0
3024,3024,1425.0,30.0,141.0,7.0,119.0,45.0,20.0
3025,3025,1345.0,240.0,1963.0,259.0,124.0,33.0,244.0
3026,3026,402.0,8.0,355.0,35.0,,12.0,
3027,3027,7397.0,117.0,2779.0,64.0,63.0,56.0,20.0
3028,3028,1580.0,219.0,5222.0,1143.0,53.0,72.0,102.0
3029,3029,6290.0,769.0,262.0,9.0,166.0,,
3030,3030,,24.0,3437.0,9.0,,3.0,946.0
3031,3031,1337.0,8.0,302.0,53.0,148.0,134.0,4.0
3032,3032,7399.0,398.0,10429.0,148.0,739.0,148.0,1423.0
3033,3033,198631.0,1340.0,10943.0,308.0,1056.0,285.0,501.0
3034,3034,1345.0,393.0,4996.0,736.0,25.0,1049.0,2300.0
3035,3035,1265.0,170.0,50.0,49.0,646.0,8.0,1.0
3036,3036,3301.0,2055.0,245.0,80.0,284.0,4.0,12.0
3037,3037,1891.0,73.0,454.0,30.0,79.0,,9.0
3038,3038,5965.0,575.0,4639.0,1368.0,4333.0,1172.0,166.0
3039,3039,3308.0,50.0,601.0,331.0,1228.0,268.0,34.0
3040,3040,3253.0,158.0,1100.0,48.0,918.0,71.0,32.0
3041,3041,3076.0,88.0,40.0,170.0,686.0,8.0,2.0
3042,3042,1918.0,2931.0,25119.0,184.0,16.0,299.0,322.0
3043,3043,1842.0,14.0,695.0,44.0,406.0,116.0,17.0
3044,3044,2355.0,303.0,991.0,65.0,136.0,229.0,20.0
3045,3045,920.0,243.0,627.0,17.0,20.0,13.0,31.0
3046,3046,1105.0,480.0,1924.0,95.0,65.0,50.0,44.0
3047,3047,6289.0,910.0,1319.0,1920.0,3265.0,375.0,115.0
3048,3048,6975.0,787.0,795.0,12.0,2650.0,23.0,48.0
3049,3049,96854.0,5718.0,17451.0,1975.0,6629.0,846.0,3628.0
3050,3050,75077.0,420.0,1727.0,120.0,3285.0,299.0,83.0
3051,3051,4918.0,632.0,863.0,19.0,397.0,16.0,24.0
3052,3052,4625.0,569.0,1103.0,130.0,347.0,16.0,37.0
3053,3053,12354.0,372.0,1104.0,480.0,1331.0,63.0,42.0
3054,3054,1322.0,8.0,549.0,461.0,1485.0,113.0,10.0
3055,3055,2544.0,64.0,1945.0,291.0,778.0,20.0,75.0
3056,3056,6245.0,305.0,783.0,326.0,1758.0,62.0,1.0
3057,3057,62931.0,2728.0,3321.0,559.0,1548.0,620.0,123.0
3058,3058,21947.0,1913.0,3385.0,61.0,530.0,188.0,114.0
3059,3059,46135.0,675.0,6090.0,134.0,492.0,120.0,26.0
3060,3060,1763.0,311.0,2574.0,323.0,877.0,218.0,208.0
3061,3061,21288.0,508.0,1930.0,31.0,78.0,31.0,11.0
3062,3062,10432.0,446.0,6577.0,63.0,24.0,71.0,353.0
3063,3063,2504.0,300.0,1601.0,102.0,85.0,1.0,15.0
3064,3064,86836.0,1859.0,1545.0,226.0,10150.0,289.0,92.0
3065,3065,57.0,47.0,9138.0,11.0,4.0,286.0,2081.0
3066,3066,5546.0,677.0,1934.0,444.0,3247.0,144.0,31.0
3067,3067,281714.0,2533.0,7494.0,106.0,300.0,149.0,188.0
3068,3068,578771.0,10669.0,10529.0,86.0,117.0,168.0,235.0
3069,3069,1884.0,16.0,484.0,91.0,81.0,61.0,71.0
3070,3070,54671.0,5717.0,14079.0,161.0,23.0,660.0,1085.0
3071,3071,2572.0,596.0,1099.0,39.0,1.0,15.0,11.0
3072,3072,50.0,263.0,2611.0,2.0,11.0,34.0,185.0
3073,3073,8258.0,454.0,312.0,145.0,214.0,826.0,60.0
3074,3074,960.0,406.0,8622.0,20.0,,67.0,3498.0
3075,3075,4669.0,,498.0,622.0,494.0,104.0,45.0
3076,3076,1443.0,327.0,309.0,39.0,25.0,2.0,9.0
3077,3077,19.0,27.0,4422.0,,,21.0,242.0
3078,3078,117627.0,2041.0,2498.0,77.0,272.0,50.0,54.0
3079,3079,4598.0,20.0,1267.0,24.0,11.0,64.0,28.0
3080,3080,3845.0,438.0,30092.0,135.0,,338.0,846.0
3081,3081,1915.0,599.0,13720.0,78.0,15.0,439.0,2301.0
3082,3082,15994.0,436.0,2603.0,40.0,227.0,116.0,161.0
3083,3083,1298.0,378.0,4949.0,28.0,6.0,128.0,1489.0
3084,3084,3145.0,27.0,2184.0,8.0,4.0,33.0,132.0
3085,3085,1883.0,222.0,927.0,157.0,20.0,11.0,27.0
3086,3086,1604.0,61.0,941.0,294.0,1728.0,1.0,53.0
3087,3087,85035.0,9677.0,6979.0,907.0,948.0,377.0,125.0
3088,3088,61810.0,1847.0,1712.0,251.0,6052.0,147.0,81.0
3089,3089,1810.0,60.0,510.0,307.0,1029.0,5.0,2.0
3090,3090,5115.0,329.0,5334.0,409.0,84.0,373.0,1953.0
3091,3091,4414.0,101.0,338.0,271.0,3305.0,99.0,43.0
3092,3092,5529.0,104.0,1886.0,281.0,2525.0,17.0,150.0
3093,3093,3340.0,529.0,746.0,163.0,306.0,185.0,375.0
3094,3094,31418.0,845.0,1645.0,600.0,2865.0,410.0,66.0
3095,3095,3448.0,48.0,183.0,418.0,696.0,249.0,2.0
3096,3096,378.0,63.0,43.0,9.0,2048.0,6.0,
3097,3097,12624.0,3539.0,10533.0,694.0,3252.0,159.0,138.0
3098,3098,4352.0,418.0,4300.0,416.0,1879.0,91.0,266.0
3099,3099,2730.0,180.0,5695.0,336.0,276.0,86.0,88.0
3100,3100,17406.0,841.0,2448.0,2293.0,7228.0,312.0,80.0
3101,3101,5946.0,4103.0,3528.0,146.0,203.0,17.0,
3102,3102,3543.0,632.0,1785.0,439.0,874.0,13.0,25.0
3103,3103,5371.0,7397.0,10653.0,128.0,177.0,17.0,53.0
3104,3104,4591.0,453.0,541.0,1331.0,504.0,73.0,15.0
3105,3105,61010.0,5986.0,12033.0,1420.0,357.0,72.0,538.0
3106,3106,6042.0,1203.0,1738.0,473.0,310.0,36.0,1.0
3107,3107,21175.0,1283.0,4269.0,746.0,1070.0,234.0,112.0
3108,3108,21111.0,1657.0,12472.0,662.0,3636.0,202.0,347.0
3109,3109,6295.0,600.0,6825.0,40.0,152.0,21.0,139.0
3110,3110,7163.0,255.0,174.0,294.0,1407.0,85.0,7.0
3111,3111,2580.0,2813.0,2867.0,1075.0,2315.0,134.0,88.0
3112,3112,162470.0,6034.0,7765.0,5459.0,5891.0,893.0,223.0
3113,3113,260348.0,16302.0,40638.0,23173.0,5159.0,819.0,1076.0
3114,3114,20606.0,2186.0,6214.0,1010.0,4544.0,87.0,18.0
3115,3115,90717.0,4036.0,10108.0,1495.0,4050.0,269.0,207.0
3116,3116,5124.0,3375.0,18525.0,99.0,168.0,204.0,857.0
3117,3117,3909.0,1589.0,3735.0,477.0,1859.0,58.0,9.0
3118,3118,1347.0,89.0,1113.0,864.0,1037.0,47.0,6.0
3119,3119,8036.0,6857.0,12930.0,963.0,2647.0,101.0,163.0
3120,3120,3143.0,178.0,1557.0,949.0,540.0,9.0,2.0
3121,3121,9294.0,771.0,8124.0,735.0,3057.0,170.0,509.0
3122,3122,5166.0,1412.0,7849.0,1079.0,1248.0,60.0,32.0
3123,3123,3374.0,957.0,4892.0,434.0,1108.0,72.0,13.0
3124,3124,18840.0,869.0,1611.0,2627.0,3584.0,94.0,27.0
3125,3125,51644.0,14968.0,25009.0,7426.0,5043.0,354.0,211.0
3126,3126,11199.0,757.0,1371.0,1404.0,7079.0,483.0,18.0
3127,3127,8326.0,284.0,1199.0,108.0,1158.0,57.0,38.0
3128,3128,3067.0,176.0,2414.0,1301.0,1015.0,962.0,4.0
3129,3129,4799.0,2497.0,2263.0,430.0,2436.0,55.0,2.0
3130,3130,3424.0,179.0,1993.0,1451.0,3557.0,1011.0,13.0
3131,3131,2900.0,3987.0,6843.0,148.0,132.0,52.0,42.0
3132,3132,4037.0,2951.0,21061.0,2436.0,94.0,73.0,243.0
3133,3133,2459.0,3970.0,4058.0,100.0,200.0,51.0,25.0
3134,3134,13789.0,3349.0,3020.0,1393.0,4966.0,717.0,30.0
3135,3135,11672.0,3177.0,9112.0,122.0,224.0,66.0,224.0
3136,3136,7578.0,681.0,1127.0,785.0,420.0,242.0,15.0
3137,3137,12610.0,160.0,1430.0,184.0,1326.0,48.0,14.0
3138,3138,3514.0,1923.0,4999.0,206.0,59.0,75.0,24.0
3139,3139,83037.0,10098.0,38804.0,1459.0,5471.0,287.0,540.0
3140,3140,7782.0,230.0,2597.0,780.0,1606.0,307.0,92.0
3141,3141,14526.0,3147.0,15162.0,306.0,668.0,68.0,142.0
3142,3142,2238.0,2062.0,4396.0,270.0,5130.0,53.0,47.0
3143,3143,6138.0,269.0,2881.0,184.0,1595.0,22.0,7.0
3144,3144,11081.0,1528.0,3666.0,4687.0,4543.0,190.0,20.0
3145,3145,12506.0,707.0,3936.0,161.0,181.0,76.0,150.0
3146,3146,3463.0,92.0,1836.0,7.0,54.0,67.0,122.0
3147,3147,5121.0,2713.0,3344.0,1017.0,5861.0,255.0,64.0
3148,3148,6535.0,1983.0,1836.0,1211.0,2285.0,420.0,34.0
3149,3149,25801.0,3654.0,12092.0,506.0,2981.0,237.0,390.0
3150,3150,7278.0,2676.0,6839.0,1119.0,3128.0,341.0,125.0
3151,3151,10813.0,1615.0,10769.0,135.0,49.0,85.0,260.0
3152,3152,17281.0,293.0,5437.0,115.0,149.0,84.0,454.0
3153,3153,10377.0,1725.0,3965.0,371.0,1490.0,30.0,61.0
3154,3154,4834.0,110.0,1539.0,76.0,155.0,76.0,118.0
3155,3155,2711.0,1238.0,3930.0,1953.0,17.0,218.0,182.0
3156,3156,5420.0,299.0,10157.0,223.0,1284.0,61.0,36.0
3157,3157,4933.0,419.0,3001.0,943.0,1823.0,137.0,53.0
3158,3158,789.0,2215.0,7387.0,162.0,1532.0,32.0,82.0
3159,3159,8120.0,6989.0,13395.0,982.0,4113.0,366.0,157.0
3160,3160,10219.0,3353.0,6371.0,270.0,1458.0,86.0,22.0
3161,3161,3096.0,564.0,3253.0,113.0,855.0,73.0,20.0
3162,3162,21270.0,612.0,6917.0,300.0,2415.0,78.0,55.0
3163,3163,6565.0,421.0,687.0,1125.0,1488.0,50.0,15.0
3164,3164,58742.0,8684.0,35296.0,2012.0,1774.0,307.0,1583.0
3165,3165,3170.0,1409.0,5494.0,58.0,1069.0,26.0,16.0
3166,3166,329213.0,17279.0,44407.0,13829.0,1354.0,830.0,675.0
3167,3167,10269.0,600.0,12610.0,38.0,67.0,32.0,173.0
3168,3168,3236.0,1776.0,7700.0,932.0,5315.0,52.0,22.0
3169,3169,11846.0,6046.0,2030.0,48.0,394.0,30.0,19.0
3170,3170,41180.0,2235.0,12752.0,3964.0,1715.0,302.0,259.0
3171,3171,1972.0,543.0,4411.0,524.0,893.0,149.0,129.0
3172,3172,4354.0,267.0,7619.0,226.0,1027.0,183.0,115.0
3173,3173,325890.0,26138.0,38337.0,16427.0,3761.0,589.0,385.0
3174,3174,314369.0,4828.0,2680.0,1974.0,790.0,506.0,348.0
3175,3175,110657.0,32737.0,15477.0,7282.0,1922.0,485.0,284.0
3176,3176,7903.0,144.0,672.0,1190.0,259.0,2.0,11.0
3177,3177,18757.0,51473.0,33214.0,5059.0,2033.0,582.0,276.0
3178,3178,3805.0,1541.0,1237.0,786.0,3977.0,25.0,16.0
3179,3179,4824.0,19673.0,2595.0,97.0,37.0,80.0,41.0
3180,3180,19610.0,5530.0,2360.0,19.0,4.0,36.0,34.0
3181,3181,61254.0,11652.0,4003.0,12044.0,5082.0,330.0,117.0
3182,3182,141176.0,3438.0,1791.0,15039.0,15041.0,857.0,116.0
3183,3183,335902.0,45830.0,35707.0,40572.0,6268.0,3915.0,650.0
3184,3184,11270.0,2312.0,2847.0,626.0,8052.0,38.0,11.0
3185,3185,27434.0,725.0,1620.0,2680.0,2353.0,305.0,46.0
3186,3186,94235.0,58150.0,29564.0,1338.0,169.0,1498.0,320.0
3187,3187,26342.0,9332.0,9803.0,3635.0,4813.0,173.0,83.0
3188,3188,8141.0,501.0,1027.0,2162.0,2762.0,162.0,21.0
3189,3189,190227.0,72934.0,172888.0,11674.0,7673.0,3551.0,1906.0
3190,3190,12750.0,1343.0,1514.0,1867.0,2106.0,95.0,62.0
3191,3191,8119.0,2331.0,1655.0,882.0,201.0,79.0,45.0
3192,3192,5336.0,2336.0,1031.0,2822.0,825.0,109.0,13.0
3193,3193,11270.0,934.0,1967.0,411.0,2545.0,47.0,16.0
3194,3194,10051.0,16195.0,7781.0,251.0,693.0,127.0,67.0
3195,3195,6560.0,77.0,198.0,439.0,871.0,15.0,2.0
3196,3196,11940.0,1662.0,828.0,6352.0,92.0,101.0,42.0
3197,3197,16132.0,898.0,447.0,774.0,1618.0,534.0,7.0
3198,3198,2630.0,2842.0,477.0,204.0,4690.0,45.0,6.0
3199,3199,649292.0,79127.0,35629.0,61932.0,22539.0,4131.0,1097.0
3200,3200,4157.0,4131.0,431.0,2051.0,2267.0,75.0,49.0
3201,3201,23852.0,11326.0,10264.0,5214.0,489.0,153.0,77.0
3202,3202,7411.0,12163.0,2106.0,684.0,167.0,256.0,29.0
3203,3203,86132.0,55653.0,31293.0,36286.0,5470.0,2276.0,439.0
3204,3204,73889.0,10430.0,9454.0,11174.0,2133.0,1656.0,137.0
3205,3205,9605.0,655.0,1714.0,1339.0,597.0,109.0,27.0
3206,3206,15947.0,373.0,1808.0,3474.0,998.0,137.0,41.0
3207,3207,81377.0,2314.0,3003.0,4681.0,2654.0,861.0,77.0
3208,3208,19350.0,5950.0,2316.0,271.0,644.0,33.0,54.0
3209,3209,55534.0,8128.0,8773.0,16492.0,3318.0,755.0,235.0
3210,3210,5070.0,196.0,728.0,488.0,801.0,156.0,18.0
3211,3211,137625.0,31888.0,23164.0,2192.0,10344.0,611.0,172.0
3212,3212,4779.0,349.0,18.0,52.0,64.0,1.0,
3213,3213,106953.0,35956.0,31658.0,34796.0,13248.0,3002.0,524.0
3214,3214,8350.0,19598.0,5262.0,1058.0,679.0,1276.0,61.0
3215,3215,16143.0,65757.0,34853.0,6895.0,2409.0,925.0,135.0
3216,3216,7446.0,3523.0,1633.0,2354.0,2859.0,75.0,10.0
3217,3217,146327.0,10716.0,1582.0,4853.0,3902.0,677.0,202.0
3218,3218,8097.0,8627.0,4797.0,1775.0,808.0,384.0,24.0
3219,3219,22526.0,1011.0,526.0,1418.0,1149.0,72.0,55.0
3220,3220,10564.0,898.0,825.0,1644.0,952.0,108.0,17.0
3221,3221,150807.0,4356.0,447.0,158.0,1235.0,123.0,116.0
3222,3222,413094.0,26561.0,10637.0,19699.0,10820.0,1920.0,322.0
3223,3223,118917.0,31015.0,16038.0,1827.0,12779.0,482.0,81.0
3224,3224,612392.0,48342.0,23721.0,86767.0,18659.0,4442.0,862.0
3225,3225,35285.0,2830.0,1079.0,3645.0,2920.0,140.0,16.0
3226,3226,32197.0,1172.0,4668.0,1008.0,1749.0,67.0,60.0
3227,3227,6204.0,14514.0,14773.0,369.0,481.0,243.0,168.0
3228,3228,9818.0,4989.0,4586.0,3867.0,2479.0,455.0,42.0
3229,3229,209798.0,31957.0,15056.0,5144.0,31060.0,1227.0,228.0
3230,3230,20161.0,688.0,329.0,559.0,893.0,25.0,8.0
3231,3231,17464.0,3385.0,2026.0,1299.0,1599.0,149.0,18.0
3232,3232,12886.0,226.0,526.0,1540.0,2081.0,380.0,46.0
3233,3233,14904.0,429.0,418.0,460.0,193.0,89.0,38.0
3234,3234,10104.0,376.0,489.0,641.0,1073.0,15.0,4.0
3235,3235,93087.0,21799.0,5502.0,12343.0,4013.0,800.0,197.0
3236,3236,15020.0,2314.0,2764.0,30.0,19.0,18.0,17.0
3237,3237,108707.0,4677.0,1294.0,2366.0,2134.0,104.0,142.0
3238,3238,30814.0,10608.0,5637.0,6157.0,1425.0,209.0,79.0
3239,3239,9060.0,2216.0,1606.0,1087.0,3204.0,155.0,15.0
3240,3240,5130.0,769.0,314.0,238.0,2070.0,9.0,
3241,3241,29686.0,60141.0,14282.0,563.0,321.0,166.0,93.0
3242,3242,5647945.0,261675.0,73846.0,160522.0,97015.0,18450.0,4022.0
3243,3243,4845.0,628.0,1420.0,895.0,2449.0,25.0,11.0
3244,3244,32163.0,860.0,1371.0,3597.0,2192.0,171.0,67.0
3245,3245,26724.0,1402.0,2400.0,3444.0,3128.0,188.0,128.0
3246,3246,680.0,4663.0,33473.0,443.0,1309.0,279.0,326.0
3247,3247,673340.0,138832.0,44973.0,85512.0,47455.0,6617.0,740.0
3248,3248,7779.0,4370.0,19795.0,239.0,330.0,36.0,35.0
3249,3249,412164.0,19343.0,5552.0,9542.0,8504.0,2769.0,436.0
3250,3250,3652.0,982.0,532.0,875.0,212.0,733.0,8.0
3251,3251,4096.0,4038.0,4865.0,798.0,6250.0,118.0,14.0
3252,3252,39900.0,30372.0,14474.0,1774.0,396.0,442.0,295.0
3253,3253,3616.0,687.0,946.0,2345.0,738.0,403.0,136.0
3254,3254,11103.0,621.0,1873.0,1120.0,2729.0,13.0,27.0
3255,3255,15688.0,24665.0,26686.0,6003.0,683.0,171.0,52.0
3256,3256,44164.0,5522.0,8979.0,16303.0,1634.0,734.0,124.0
3257,3257,8324.0,4728.0,4875.0,2413.0,724.0,142.0,84.0
3258,3258,2632.0,1676.0,3545.0,1455.0,5453.0,75.0,10.0
3259,3259,16997.0,963.0,5722.0,5364.0,1172.0,141.0,115.0
3260,3260,56734.0,52885.0,26236.0,7023.0,19648.0,511.0,87.0
3261,3261,2607.0,607.0,1878.0,1924.0,3064.0,70.0,77.0
3262,3262,60719.0,2567.0,2114.0,7967.0,3455.0,181.0,82.0
3263,3263,49868.0,1758.0,1419.0,12787.0,5326.0,206.0,41.0
3264,3264,5567.0,413.0,665.0,2229.0,450.0,116.0,4.0
3265,3265,15438.0,9680.0,3702.0,2848.0,2286.0,195.0,31.0
3266,3266,245845.0,1357.0,591.0,2100.0,6677.0,481.0,73.0
3267,3267,31545.0,510.0,1358.0,30.0,,6.0,22.0
3268,3268,3068.0,279.0,207.0,2.0,,,
3269,3269,28523.0,336.0,2955.0,113.0,43.0,26.0,20.0
3270,3270,5851.0,488.0,809.0,77.0,276.0,1.0,1.0
3271,3271,15196.0,707.0,1007.0,61.0,116.0,14.0,15.0
3272,3272,3209.0,980.0,1279.0,,90.0,12.0,7.0
3273,3273,2599.0,11.0,30.0,27.0,,13.0,
3274,3274,31934.0,699.0,1162.0,12.0,378.0,8.0,44.0
3275,3275,2598.0,276.0,1986.0,,,,2.0
3276,3276,3175.0,98.0,568.0,24.0,,12.0,
3277,3277,2591.0,1184.0,11.0,,,2.0,
3278,3278,13418.0,199.0,1865.0,8.0,17.0,6.0,6.0
3279,3279,3087.0,306.0,697.0,8.0,,3.0,
3280,3280,13094.0,1194.0,1681.0,5.0,766.0,6.0,20.0
3281,3281,2629.0,590.0,668.0,4.0,,5.0,
3282,3282,19774.0,1156.0,2420.0,85.0,4.0,15.0,10.0
3283,3283,2935.0,134.0,179.0,30.0,,4.0,5.0
3284,3284,2563.0,116.0,301.0,6.0,2.0,4.0,3.0
3285,3285,205358.0,1835.0,2177.0,40.0,14.0,234.0,96.0
3286,3286,33928.0,154.0,125.0,11.0,9.0,97.0,15.0
3287,3287,4783.0,152.0,731.0,17.0,6.0,7.0,1.0
3288,3288,53015.0,5116.0,4709.0,170.0,2420.0,61.0,19.0
3289,3289,3155.0,95.0,912.0,13.0,69.0,12.0,1.0
3290,3290,45562.0,3851.0,4660.0,56.0,7.0,39.0,33.0
3291,3291,15842.0,2890.0,3128.0,99.0,53.0,86.0,36.0
3292,3292,4172.0,854.0,436.0,56.0,8.0,35.0,
3293,3293,3020.0,213.0,452.0,12.0,14.0,4.0,
3294,3294,33022.0,437.0,267.0,343.0,516.0,18.0,25.0
3295,3295,3528.0,35.0,827.0,,,25.0,4.0
3296,3296,12744.0,858.0,7148.0,694.0,3227.0,154.0,214.0
3297,3297,9077.0,2171.0,4278.0,77.0,1269.0,22.0,19.0
3298,3298,174805.0,2008.0,3562.0,31.0,13.0,29.0,69.0
3299,3299,7826.0,6848.0,12375.0,21.0,53.0,23.0,16.0
3300,3300,4685.0,129.0,297.0,,10.0,12.0,13.0
3301,3301,4377.0,1007.0,683.0,3.0,,,8.0
3302,3302,1049.0,407.0,171.0,374.0,469.0,4.0,5.0
3303,3303,201163.0,2197.0,2976.0,23.0,131.0,37.0,33.0
3304,3304,113967.0,2199.0,1411.0,59.0,46.0,45.0,47.0
3305,3305,1112.0,194.0,601.0,,,1.0,13.0
3306,3306,5621.0,1430.0,713.0,11.0,13.0,22.0,8.0
3307,3307,2314.0,46.0,500.0,58.0,712.0,6.0,8.0
3308,3308,10209.0,228.0,56.0,,38.0,8.0,14.0
3309,3309,8033.0,115.0,334.0,2.0,33.0,10.0,3.0
3310,3310,38597.0,1460.0,3998.0,12.0,,24.0,11.0
3311,3311,41390.0,22699.0,7582.0,1165.0,1427.0,329.0,16.0
3312,3312,1268.0,75.0,460.0,3.0,,,2.0
3313,3313,89368.0,1908.0,1746.0,42.0,5.0,12.0,28.0
3314,3314,62852.0,38482.0,19840.0,1283.0,2846.0,92.0,34.0
3315,3315,12491.0,566.0,1050.0,17.0,,14.0,4.0
3316,3316,3155.0,582.0,1134.0,8.0,9.0,14.0,11.0
3317,3317,9502.0,26.0,578.0,,,9.0,10.0
3318,3318,75038.0,2237.0,3464.0,45.0,21.0,37.0,32.0
3319,3319,13587.0,93.0,891.0,2.0,14.0,,
3320,3320,1164.0,76.0,100.0,14.0,3.0,,
3321,3321,7371.0,100.0,669.0,,5.0,4.0,
3322,3322,7731.0,883.0,958.0,163.0,387.0,4.0,14.0
3323,3323,1666.0,60.0,1329.0,4.0,5.0,33.0,11.0
3324,3324,5507.0,247.0,685.0,1.0,1.0,5.0,6.0
3325,3325,29705.0,1060.0,635.0,2.0,18.0,25.0,12.0
3326,3326,34331.0,449.0,236.0,11.0,97.0,18.0,5.0
3327,3327,1139.0,205.0,3121.0,186.0,351.0,32.0,208.0
3328,3328,2324.0,1114.0,2425.0,388.0,926.0,300.0,173.0
3329,3329,106395.0,1475.0,3345.0,105.0,64.0,89.0,61.0
3330,3330,27346.0,661.0,319.0,7.0,63.0,5.0,41.0
3331,3331,217424.0,11556.0,2936.0,2145.0,3172.0,2690.0,123.0
3332,3332,17524.0,538.0,2296.0,21.0,8.0,8.0,12.0
3333,3333,53507.0,1143.0,1476.0,36.0,19.0,9.0,12.0
3334,3334,329351.0,3893.0,4344.0,209.0,1281.0,122.0,139.0
3335,3335,71283.0,831.0,2394.0,109.0,84.0,7.0,22.0
3336,3336,2450.0,164.0,60.0,,,,
3337,3337,9586.0,356.0,722.0,12.0,14.0,10.0,2.0
3338,3338,13597.0,22866.0,6023.0,2557.0,419.0,1778.0,64.0
3339,3339,6378.0,4.0,611.0,2.0,10.0,15.0,4.0
3340,3340,104532.0,1159.0,2527.0,26.0,,17.0,30.0
3341,3341,17454.0,5669.0,4794.0,198.0,272.0,36.0,92.0
3342,3342,12359.0,703.0,436.0,,99.0,1.0,9.0
3343,3343,9932.0,315.0,373.0,30.0,93.0,6.0,12.0
3344,3344,6007.0,1005.0,2490.0,42.0,15.0,3.0,50.0
3345,3345,39310.0,3524.0,5167.0,17.0,100.0,14.0,21.0
3346,3346,14644.0,4304.0,635.0,10.0,79.0,,7.0
3347,3347,2307.0,8.0,1024.0,73.0,16.0,12.0,121.0
3348,3348,627.0,60.0,118.0,,,,
3349,3349,3781.0,197.0,282.0,,2.0,,2.0
3350,3350,12590.0,755.0,1071.0,8.0,16.0,,2.0
3351,3351,1997.0,20.0,241.0,3.0,2.0,7.0,10.0
3352,3352,116500.0,4933.0,3899.0,153.0,1009.0,165.0,58.0
3353,3353,113761.0,12994.0,17423.0,195.0,1120.0,73.0,43.0
3354,3354,4314.0,174.0,525.0,,1.0,,
3355,3355,2071.0,14.0,438.0,7.0,2.0,6.0,1.0
3356,3356,20028.0,658.0,353.0,,2.0,,5.0
3357,3357,19203.0,493.0,1759.0,26.0,8.0,12.0,3.0
3358,3358,13963.0,656.0,3572.0,73.0,85.0,49.0,71.0
3359,3359,13602.0,444.0,1269.0,3.0,,3.0,7.0
3360,3360,3299.0,311.0,405.0,16.0,5.0,3.0,3.0
3361,3361,3710.0,33.0,549.0,26.0,12.0,20.0,3.0
3362,3362,31399.0,5813.0,3950.0,130.0,152.0,33.0,19.0
3363,3363,67442.0,5976.0,9389.0,172.0,1217.0,37.0,115.0
3364,3364,25444.0,1326.0,662.0,233.0,1831.0,350.0,49.0
3365,3365,11648.0,894.0,3262.0,649.0,1911.0,37.0,27.0
3366,3366,14520.0,238.0,1691.0,1.0,23.0,4.0,38.0
3367,3367,2834.0,225.0,984.0,6.0,2.0,7.0,6.0
3368,3368,73610.0,5919.0,3938.0,1867.0,573.0,354.0,53.0
3369,3369,1843.0,369.0,2631.0,,,35.0,10.0
3370,3370,44198.0,4682.0,6383.0,1948.0,6637.0,112.0,70.0
3371,3371,15395.0,4144.0,3070.0,2355.0,3034.0,152.0,125.0
3372,3372,9080.0,514.0,120.0,18.0,,11.0,11.0
3373,3373,20126.0,509.0,2355.0,150.0,95.0,6.0,3.0
3374,3374,4190.0,969.0,364.0,,6.0,1.0,9.0
3375,3375,904068.0,66003.0,56251.0,6803.0,36373.0,2390.0,296.0
3376,3376,47179.0,9031.0,15711.0,444.0,961.0,252.0,53.0
3377,3377,36374.0,3489.0,2718.0,155.0,4293.0,129.0,63.0
3378,3378,3440.0,97.0,948.0,10.0,25.0,1.0,9.0
3379,3379,7280.0,1951.0,1460.0,896.0,302.0,39.0,219.0
3380,3380,3211.0,521.0,75.0,458.0,75.0,34.0,8.0
3381,3381,27395.0,598.0,1712.0,8.0,9.0,1.0,8.0
