id_municipio,municipio,UF
1716,270620 Palestina,AL
1717,270630 Palmeira dos Índios,AL
1718,270640 Pão de Açúcar,AL
1719,270642 Pariconha,AL
1720,270644 Paripueira,AL
1721,270650 Passo de Camaragibe,AL
1722,270660 Paulo Jacinto,AL
1723,270670 Penedo,AL
1724,270680 Piaçabuçu,AL
1725,270690 Pilar,AL
1726,270700 Pindoba,AL
1727,270710 Piranhas,AL
1728,270720 Poço das Trincheiras,AL
1729,270730 Porto Calvo,AL
1730,270740 Porto de Pedras,AL
1731,270750 Porto Real do Colégio,AL
1732,270760 Quebrangulo,AL
1733,270770 Rio Largo,AL
1734,270780 Roteiro,AL
1735,270790 Santa Luzia do Norte,AL
1736,270800 Santana do Ipanema,AL
1737,270810 Santana do Mundaú,AL
1738,270820 São Brás,AL
1739,270830 São José da Laje,AL
1740,270840 São José da Tapera,AL
1741,270850 São Luís do Quitunde,AL
1742,270860 São Miguel dos Campos,AL
1743,270870 São Miguel dos Milagres,AL
1744,270880 São Sebastião,AL
1745,270890 Satuba,AL
1746,270895 Senador Rui Palmeira,AL
1747,270900 Tanque d'Arca,AL
1748,270910 Taquarana,AL
1749,270915 Teotônio Vilela,AL
1750,270920 Traipu,AL
1751,270930 União dos Palmares,AL
1752,270940 Viçosa,AL
1753,280010 Amparo de São Francisco,SE
1754,280020 Aquidabã,SE
1755,280030 Aracaju,SE
1756,280040 Arauá,SE
1757,280050 Areia Branca,SE
1758,280060 Barra dos Coqueiros,SE
1759,280067 Boquim,SE
1760,280070 Brejo Grande,SE
1761,280100 Campo do Brito,SE
1762,280110 Canhoba,SE
1763,280120 Canindé de São Francisco,SE
1764,280130 Capela,SE
1765,280140 Carira,SE
1766,280150 Carmópolis,SE
1767,280160 Cedro de São João,SE
1768,280170 Cristinápolis,SE
1769,280190 Cumbe,SE
1770,280200 Divina Pastora,SE
1771,280210 Estância,SE
1772,280220 Feira Nova,SE
1773,280230 Frei Paulo,SE
1774,280240 Gararu,SE
1775,280250 General Maynard,SE
1776,280260 Gracho Cardoso,SE
1777,280270 Ilha das Flores,SE
1778,280280 Indiaroba,SE
1779,280290 Itabaiana,SE
1780,280300 Itabaianinha,SE
1781,280310 Itabi,SE
1782,280320 Itaporanga d'Ajuda,SE
1783,280330 Japaratuba,SE
1784,280340 Japoatã,SE
1785,280350 Lagarto,SE
1786,280360 Laranjeiras,SE
1787,280370 Macambira,SE
1788,280380 Malhada dos Bois,SE
1789,280390 Malhador,SE
1790,280400 Maruim,SE
1791,280410 Moita Bonita,SE
1792,280420 Monte Alegre de Sergipe,SE
1793,280430 Muribeca,SE
1794,280440 Neópolis,SE
1795,280445 Nossa Senhora Aparecida,SE
1796,280450 Nossa Senhora da Glória,SE
1797,280460 Nossa Senhora das Dores,SE
1798,280470 Nossa Senhora de Lourdes,SE
1799,280480 Nossa Senhora do Socorro,SE
1800,280490 Pacatuba,SE
1801,280500 Pedra Mole,SE
1802,280510 Pedrinhas,SE
1803,280520 Pinhão,SE
1804,280530 Pirambu,SE
1805,280540 Poço Redondo,SE
1806,280550 Poço Verde,SE
1807,280560 Porto da Folha,SE
1808,280570 Propriá,SE
1809,280580 Riachão do Dantas,SE
1810,280590 Riachuelo,SE
1811,280600 Ribeirópolis,SE
1812,280610 Rosário do Catete,SE
1813,280620 Salgado,SE
1814,280630 Santa Luzia do Itanhy,SE
1815,280650 Santa Rosa de Lima,SE
1816,280640 Santana do São Francisco,SE
1817,280660 Santo Amaro das Brotas,SE
1818,280670 São Cristóvão,SE
1819,280680 São Domingos,SE
1820,280690 São Francisco,SE
1821,280700 São Miguel do Aleixo,SE
1822,280710 Simão Dias,SE
1823,280720 Siriri,SE
1824,280730 Telha,SE
1825,280740 Tobias Barreto,SE
1826,280750 Tomar do Geru,SE
1827,280760 Umbaúba,SE
1828,290010 Abaíra,BA
1829,290020 Abaré,BA
1830,290030 Acajutiba,BA
1831,290035 Adustina,BA
1832,290040 Água Fria,BA
1833,290060 Aiquara,BA
1834,290070 Alagoinhas,BA
1835,290080 Alcobaça,BA
1836,290090 Almadina,BA
1837,290100 Amargosa,BA
1838,290110 Amélia Rodrigues,BA
1839,290115 América Dourada,BA
1840,290120 Anagé,BA
1841,290130 Andaraí,BA
1842,290135 Andorinha,BA
1843,290140 Angical,BA
1844,290150 Anguera,BA
1845,290160 Antas,BA
1846,290170 Antônio Cardoso,BA
1847,290180 Antônio Gonçalves,BA
1848,290190 Aporá,BA
1849,290195 Apuarema,BA
1850,290205 Araças,BA
1851,290200 Aracatu,BA
1852,290210 Araci,BA
1853,290220 Aramari,BA
1854,290225 Arataca,BA
1855,290230 Aratuípe,BA
1856,290240 Aurelino Leal,BA
1857,290250 Baianópolis,BA
1858,290260 Baixa Grande,BA
1859,290265 Banzaê,BA
1860,290270 Barra,BA
1861,290280 Barra da Estiva,BA
1862,290290 Barra do Choça,BA
1863,290300 Barra do Mendes,BA
1864,290310 Barra do Rocha,BA
1865,290320 Barreiras,BA
1866,290323 Barro Alto,BA
1867,290330 Barro Preto,BA
1868,290327 Barrocas,BA
1869,290340 Belmonte,BA
1870,290350 Belo Campo,BA
1871,290360 Biritinga,BA
1872,290370 Boa Nova,BA
1873,290380 Boa Vista do Tupim,BA
1874,290390 Bom Jesus da Lapa,BA
1875,290395 Bom Jesus da Serra,BA
1876,290400 Boninal,BA
1877,290405 Bonito,BA
1878,290410 Boquira,BA
1879,290420 Botuporã,BA
1880,290430 Brejões,BA
1881,290440 Brejolândia,BA
1882,290450 Brotas de Macaúbas,BA
1883,290460 Brumado,BA
1884,290470 Buerarema,BA
1885,290475 Buritirama,BA
1886,290480 Caatiba,BA
1887,290485 Cabaceiras do Paraguaçu,BA
1888,290490 Cachoeira,BA
1889,290500 Caculé,BA
1890,290510 Caém,BA
1891,290515 Caetanos,BA
1892,290520 Caetité,BA
1893,290530 Cafarnaum,BA
1894,290540 Cairu,BA
1895,290550 Caldeirão Grande,BA
1896,290560 Camacan,BA
1897,290570 Camaçari,BA
1898,290580 Camamu,BA
1899,290590 Campo Alegre de Lourdes,BA
1900,290600 Campo Formoso,BA
1901,290610 Canápolis,BA
1902,290620 Canarana,BA
1903,290630 Canavieiras,BA
1904,290640 Candeal,BA
1905,290650 Candeias,BA
1906,290660 Candiba,BA
1907,290670 Cândido Sales,BA
1908,290680 Cansanção,BA
1909,290682 Canudos,BA
1910,290685 Capela do Alto Alegre,BA
1911,290687 Capim Grosso,BA
1912,290689 Caraíbas,BA
1913,290690 Caravelas,BA
1914,290700 Cardeal da Silva,BA
1915,290710 Carinhanha,BA
1916,290720 Casa Nova,BA
1917,290730 Castro Alves,BA
1918,290740 Catolândia,BA
1919,290750 Catu,BA
1920,290755 Caturama,BA
1921,290760 Central,BA
1922,290770 Chorrochó,BA
1923,290780 Cícero Dantas,BA
1924,290790 Cipó,BA
1925,290800 Coaraci,BA
1926,290810 Cocos,BA
1927,290820 Conceição da Feira,BA
1928,290830 Conceição do Almeida,BA
1929,290840 Conceição do Coité,BA
1930,290850 Conceição do Jacuípe,BA
1931,290860 Conde,BA
1932,290870 Condeúba,BA
1933,290880 Contendas do Sincorá,BA
1934,290890 Coração de Maria,BA
1935,290900 Cordeiros,BA
1936,290910 Coribe,BA
1937,290920 Coronel João Sá,BA
1938,290930 Correntina,BA
1939,290940 Cotegipe,BA
1940,290950 Cravolândia,BA
1941,290960 Crisópolis,BA
1942,290970 Cristópolis,BA
1943,290980 Cruz das Almas,BA
1944,290990 Curaçá,BA
1945,291000 Dário Meira,BA
1946,291005 Dias d'Ávila,BA
1947,291010 Dom Basílio,BA
1948,291020 Dom Macedo Costa,BA
1949,291030 Elísio Medrado,BA
1950,291040 Encruzilhada,BA
1951,291050 Entre Rios,BA
1952,290050 Érico Cardoso,BA
1953,291060 Esplanada,BA
1954,291070 Euclides da Cunha,BA
1955,291072 Eunápolis,BA
1956,291075 Fátima,BA
1957,291077 Feira da Mata,BA
1958,291080 Feira de Santana,BA
1959,291085 Filadélfia,BA
1960,291090 Firmino Alves,BA
1961,291100 Floresta Azul,BA
1962,291110 Formosa do Rio Preto,BA
1963,291120 Gandu,BA
1964,291125 Gavião,BA
1965,291130 Gentio do Ouro,BA
1966,291140 Glória,BA
1967,291150 Gongogi,BA
1968,291160 Governador Mangabeira,BA
1969,291165 Guajeru,BA
1970,291170 Guanambi,BA
1971,291180 Guaratinga,BA
1972,291185 Heliópolis,BA
1973,291190 Iaçu,BA
1974,291200 Ibiassucê,BA
1975,291210 Ibicaraí,BA
1976,291220 Ibicoara,BA
1977,291230 Ibicuí,BA
1978,291240 Ibipeba,BA
1979,291250 Ibipitanga,BA
1980,291260 Ibiquera,BA
1981,291270 Ibirapitanga,BA
1982,291280 Ibirapuã,BA
1983,291290 Ibirataia,BA
1984,291300 Ibitiara,BA
1985,291310 Ibititá,BA
1986,291320 Ibotirama,BA
1987,291330 Ichu,BA
1988,291340 Igaporã,BA
1989,291345 Igrapiúna,BA
1990,291350 Iguaí,BA
1991,291360 Ilhéus,BA
1992,291370 Inhambupe,BA
1993,291380 Ipecaetá,BA
1994,291390 Ipiaú,BA
1995,291400 Ipirá,BA
1996,291410 Ipupiara,BA
1997,291420 Irajuba,BA
1998,291430 Iramaia,BA
1999,291440 Iraquara,BA
2000,291450 Irará,BA
2001,291460 Irecê,BA
2002,291465 Itabela,BA
2003,291470 Itaberaba,BA
2004,291480 Itabuna,BA
2005,291490 Itacaré,BA
2006,291500 Itaeté,BA
2007,291510 Itagi,BA
2008,291520 Itagibá,BA
2009,291530 Itagimirim,BA
2010,291535 Itaguaçu da Bahia,BA
2011,291540 Itaju do Colônia,BA
2012,291550 Itajuípe,BA
2013,291560 Itamaraju,BA
2014,291570 Itamari,BA
2015,291580 Itambé,BA
2016,291590 Itanagra,BA
2017,291600 Itanhém,BA
2018,291610 Itaparica,BA
2019,291620 Itapé,BA
2020,291630 Itapebi,BA
2021,291640 Itapetinga,BA
2022,291650 Itapicuru,BA
2023,291660 Itapitanga,BA
2024,291670 Itaquara,BA
2025,291680 Itarantim,BA
2026,291685 Itatim,BA
2027,291690 Itiruçu,BA
2028,291700 Itiúba,BA
2029,291710 Itororó,BA
2030,291720 Ituaçu,BA
2031,291730 Ituberá,BA
2032,291733 Iuiú,BA
2033,291735 Jaborandi,BA
2034,291740 Jacaraci,BA
2035,291750 Jacobina,BA
2036,291760 Jaguaquara,BA
2037,291770 Jaguarari,BA
2038,291780 Jaguaripe,BA
2039,291790 Jandaíra,BA
2040,291800 Jequié,BA
2041,291810 Jeremoabo,BA
2042,291820 Jiquiriçá,BA
2043,291830 Jitaúna,BA
2044,291835 João Dourado,BA
2045,291840 Juazeiro,BA
2046,291845 Jucuruçu,BA
2047,291850 Jussara,BA
2048,291855 Jussari,BA
2049,291860 Jussiape,BA
2050,291870 Lafaiete Coutinho,BA
2051,291875 Lagoa Real,BA
2052,291880 Laje,BA
2053,291890 Lajedão,BA
2054,291900 Lajedinho,BA
2055,291905 Lajedo do Tabocal,BA
2056,291910 Lamarão,BA
2057,291915 Lapão,BA
2058,291920 Lauro de Freitas,BA
2059,291930 Lençóis,BA
2060,291940 Licínio de Almeida,BA
2061,291950 Livramento de Nossa Senhora,BA
2062,291955 Luís Eduardo Magalhães,BA
2063,291960 Macajuba,BA
2064,291970 Macarani,BA
2065,291980 Macaúbas,BA
2066,291990 Macururé,BA
2067,291992 Madre de Deus,BA
2068,291995 Maetinga,BA
2069,292000 Maiquinique,BA
2070,292010 Mairi,BA
2071,292020 Malhada,BA
2072,292030 Malhada de Pedras,BA
2073,292040 Manoel Vitorino,BA
2074,292045 Mansidão,BA
2075,292050 Maracás,BA
2076,292060 Maragogipe,BA
2077,292070 Maraú,BA
2078,292080 Marcionílio Souza,BA
2079,292090 Mascote,BA
2080,292100 Mata de São João,BA
2081,292105 Matina,BA
2082,292110 Medeiros Neto,BA
2083,292120 Miguel Calmon,BA
2084,292130 Milagres,BA
2085,292140 Mirangaba,BA
2086,292145 Mirante,BA
2087,292150 Monte Santo,BA
2088,292160 Morpará,BA
2089,292170 Morro do Chapéu,BA
2090,292180 Mortugaba,BA
2091,292190 Mucugê,BA
2092,292200 Mucuri,BA
2093,292205 Mulungu do Morro,BA
2094,292210 Mundo Novo,BA
2095,292220 Muniz Ferreira,BA
2096,292225 Muquém de São Francisco,BA
2097,292230 Muritiba,BA
2098,292240 Mutuípe,BA
2099,292250 Nazaré,BA
2100,292260 Nilo Peçanha,BA
2101,292265 Nordestina,BA
2102,292270 Nova Canaã,BA
2103,292273 Nova Fátima,BA
2104,292275 Nova Ibiá,BA
2105,292280 Nova Itarana,BA
2106,292285 Nova Redenção,BA
2107,292290 Nova Soure,BA
2108,292300 Nova Viçosa,BA
2109,292303 Novo Horizonte,BA
2110,292305 Novo Triunfo,BA
2111,292310 Olindina,BA
2112,292320 Oliveira dos Brejinhos,BA
2113,292330 Ouriçangas,BA
2114,292335 Ourolândia,BA
2115,292340 Palmas de Monte Alto,BA
2116,292350 Palmeiras,BA
2117,292360 Paramirim,BA
2118,292370 Paratinga,BA
2119,292380 Paripiranga,BA
2120,292390 Pau Brasil,BA
2121,292400 Paulo Afonso,BA
2122,292405 Pé de Serra,BA
2123,292410 Pedrão,BA
2124,292420 Pedro Alexandre,BA
2125,292430 Piatã,BA
2126,292440 Pilão Arcado,BA
2127,292450 Pindaí,BA
2128,292460 Pindobaçu,BA
2129,292465 Pintadas,BA
2130,292467 Piraí do Norte,BA
2131,292470 Piripá,BA
2132,292480 Piritiba,BA
2133,292490 Planaltino,BA
2134,292500 Planalto,BA
2135,292510 Poções,BA
2136,292520 Pojuca,BA
2137,292525 Ponto Novo,BA
2138,292530 Porto Seguro,BA
2139,292540 Potiraguá,BA
2140,292550 Prado,BA
2141,292560 Presidente Dutra,BA
2142,292570 Presidente Jânio Quadros,BA
2143,292575 Presidente Tancredo Neves,BA
2144,292580 Queimadas,BA
2145,292590 Quijingue,BA
2146,292593 Quixabeira,BA
2147,292595 Rafael Jambeiro,BA
2148,292600 Remanso,BA
2149,292610 Retirolândia,BA
2150,292620 Riachão das Neves,BA
2151,292630 Riachão do Jacuípe,BA
2152,292640 Riacho de Santana,BA
2153,292650 Ribeira do Amparo,BA
2154,292660 Ribeira do Pombal,BA
2155,292665 Ribeirão do Largo,BA
2156,292670 Rio de Contas,BA
2157,292680 Rio do Antônio,BA
2158,292690 Rio do Pires,BA
2159,292700 Rio Real,BA
2160,292710 Rodelas,BA
2161,292720 Ruy Barbosa,BA
2162,292730 Salinas da Margarida,BA
2163,292740 Salvador,BA
2164,292750 Santa Bárbara,BA
2165,292760 Santa Brígida,BA
2166,292770 Santa Cruz Cabrália,BA
2167,292780 Santa Cruz da Vitória,BA
2168,292790 Santa Inês,BA
2169,292805 Santa Luzia,BA
2170,292810 Santa Maria da Vitória,BA
2171,292840 Santa Rita de Cássia,BA
2172,292850 Santa Teresinha,BA
2173,292800 Santaluz,BA
2174,292820 Santana,BA
2175,292830 Santanópolis,BA
2176,292860 Santo Amaro,BA
2177,292870 Santo Antônio de Jesus,BA
2178,292880 Santo Estêvão,BA
2179,292890 São Desidério,BA
2180,292895 São Domingos,BA
2181,292910 São Felipe,BA
2182,292900 São Félix,BA
2183,292905 São Félix do Coribe,BA
2184,292920 São Francisco do Conde,BA
2185,292925 São Gabriel,BA
2186,292930 São Gonçalo dos Campos,BA
2187,292935 São José da Vitória,BA
2188,292937 São José do Jacuípe,BA
2189,292940 São Miguel das Matas,BA
2190,292950 São Sebastião do Passé,BA
2191,292960 Sapeaçu,BA
2192,292970 Sátiro Dias,BA
2193,292975 Saubara,BA
2194,292980 Saúde,BA
2195,292990 Seabra,BA
2196,293000 Sebastião Laranjeiras,BA
2197,293010 Senhor do Bonfim,BA
2198,293020 Sento Sé,BA
2199,293015 Serra do Ramalho,BA
2200,293030 Serra Dourada,BA
2201,293040 Serra Preta,BA
2202,293050 Serrinha,BA
2203,293060 Serrolândia,BA
2204,293070 Simões Filho,BA
2205,293075 Sítio do Mato,BA
2206,293076 Sítio do Quinto,BA
2207,293077 Sobradinho,BA
2208,293080 Souto Soares,BA
2209,293090 Tabocas do Brejo Velho,BA
2210,293100 Tanhaçu,BA
2211,293105 Tanque Novo,BA
2212,293110 Tanquinho,BA
2213,293120 Taperoá,BA
2214,293130 Tapiramutá,BA
2215,293135 Teixeira de Freitas,BA
2216,293140 Teodoro Sampaio,BA
2217,293150 Teofilândia,BA
2218,293160 Teolândia,BA
2219,293170 Terra Nova,BA
2220,293180 Tremedal,BA
2221,293190 Tucano,BA
2222,293200 Uauá,BA
2223,293210 Ubaíra,BA
2224,293220 Ubaitaba,BA
2225,293230 Ubatã,BA
2226,293240 Uibaí,BA
2227,293245 Umburanas,BA
2228,293250 Una,BA
2229,293260 Urandi,BA
2230,293270 Uruçuca,BA
2231,293280 Utinga,BA
2232,293290 Valença,BA
2233,293300 Valente,BA
2234,293305 Várzea da Roça,BA
2235,293310 Várzea do Poço,BA
2236,293315 Várzea Nova,BA
2237,293317 Varzedo,BA
2238,293320 Vera Cruz,BA
2239,293325 Vereda,BA
2240,293330 Vitória da Conquista,BA
2241,293340 Wagner,BA
2242,293345 Wanderley,BA
2243,293350 Wenceslau Guimarães,BA
2244,293360 Xique-Xique,BA
2245,310010 Abadia dos Dourados,MG
2246,310020 Abaeté,MG
2247,310030 Abre Campo,MG
2248,310040 Acaiaca,MG
2249,310050 Açucena,MG
2250,310060 Água Boa,MG
2251,310070 Água Comprida,MG
2252,310080 Aguanil,MG
2253,310090 Águas Formosas,MG
2254,310100 Águas Vermelhas,MG
2255,310110 Aimorés,MG
2256,310120 Aiuruoca,MG
2257,310130 Alagoa,MG
2258,310140 Albertina,MG
2259,310150 Além Paraíba,MG
2260,310160 Alfenas,MG
2261,310163 Alfredo Vasconcelos,MG
2262,310170 Almenara,MG
2263,310180 Alpercata,MG
2264,310190 Alpinópolis,MG
2265,310200 Alterosa,MG
2266,310205 Alto Caparaó,MG
2267,315350 Alto Jequitibá,MG
2268,310210 Alto Rio Doce,MG
2269,310220 Alvarenga,MG
2270,310230 Alvinópolis,MG
2271,310240 Alvorada de Minas,MG
2272,310250 Amparo do Serra,MG
2273,310260 Andradas,MG
2274,310280 Andrelândia,MG
2275,310285 Angelândia,MG
2276,310290 Antônio Carlos,MG
2277,310300 Antônio Dias,MG
2278,310310 Antônio Prado de Minas,MG
2279,310320 Araçaí,MG
2280,310330 Aracitaba,MG
2281,310340 Araçuaí,MG
2282,310350 Araguari,MG
2283,310360 Arantina,MG
2284,310370 Araponga,MG
2285,310375 Araporã,MG
2286,310380 Arapuá,MG
2287,310390 Araújos,MG
2288,310400 Araxá,MG
2289,310410 Arceburgo,MG
2290,310420 Arcos,MG
2291,310430 Areado,MG
2292,310440 Argirita,MG
2293,310445 Aricanduva,MG
2294,310450 Arinos,MG
2295,310460 Astolfo Dutra,MG
2296,310470 Ataléia,MG
2297,310480 Augusto de Lima,MG
2298,310490 Baependi,MG
2299,310500 Baldim,MG
2300,310510 Bambuí,MG
2301,310520 Bandeira,MG
2302,310530 Bandeira do Sul,MG
2303,310540 Barão de Cocais,MG
2304,310550 Barão de Monte Alto,MG
2305,310560 Barbacena,MG
2306,310570 Barra Longa,MG
2307,310590 Barroso,MG
2308,310600 Bela Vista de Minas,MG
2309,310610 Belmiro Braga,MG
2310,310620 Belo Horizonte,MG
2311,310630 Belo Oriente,MG
2312,310640 Belo Vale,MG
2313,310650 Berilo,MG
2314,310665 Berizal,MG
2315,310660 Bertópolis,MG
2316,310670 Betim,MG
2317,310680 Bias Fortes,MG
2318,310690 Bicas,MG
2319,310700 Biquinhas,MG
2320,310710 Boa Esperança,MG
2321,310720 Bocaina de Minas,MG
2322,310730 Bocaiúva,MG
2323,310740 Bom Despacho,MG
2324,310750 Bom Jardim de Minas,MG
2325,310760 Bom Jesus da Penha,MG
2326,310770 Bom Jesus do Amparo,MG
2327,310780 Bom Jesus do Galho,MG
2328,310790 Bom Repouso,MG
2329,310800 Bom Sucesso,MG
2330,310810 Bonfim,MG
2331,310820 Bonfinópolis de Minas,MG
2332,310825 Bonito de Minas,MG
2333,310830 Borda da Mata,MG
2334,310840 Botelhos,MG
2335,310850 Botumirim,MG
2336,310870 Brás Pires,MG
2337,310855 Brasilândia de Minas,MG
2338,310860 Brasília de Minas,MG
2339,310880 Braúnas,MG
2340,310890 Brazópolis,MG
2341,310900 Brumadinho,MG
2342,310910 Bueno Brandão,MG
2343,310920 Buenópolis,MG
2344,310925 Bugre,MG
2345,310930 Buritis,MG
2346,310940 Buritizeiro,MG
2347,310945 Cabeceira Grande,MG
2348,310950 Cabo Verde,MG
2349,310960 Cachoeira da Prata,MG
2350,310970 Cachoeira de Minas,MG
2351,310270 Cachoeira de Pajeú,MG
2352,310980 Cachoeira Dourada,MG
2353,310990 Caetanópolis,MG
2354,311000 Caeté,MG
2355,311010 Caiana,MG
2356,311020 Cajuri,MG
2357,311030 Caldas,MG
2358,311040 Camacho,MG
2359,311050 Camanducaia,MG
2360,311060 Cambuí,MG
2361,311070 Cambuquira,MG
2362,311080 Campanário,MG
2363,311090 Campanha,MG
2364,311100 Campestre,MG
2365,311110 Campina Verde,MG
2366,311115 Campo Azul,MG
2367,311120 Campo Belo,MG
2368,311130 Campo do Meio,MG
2369,311140 Campo Florido,MG
2370,311150 Campos Altos,MG
2371,311160 Campos Gerais,MG
2372,311190 Cana Verde,MG
2373,311170 Canaã,MG
2374,311180 Canápolis,MG
2375,311200 Candeias,MG
2376,311205 Cantagalo,MG
2377,311210 Caparaó,MG
2378,311220 Capela Nova,MG
2379,311230 Capelinha,MG
2380,311240 Capetinga,MG
2381,311250 Capim Branco,MG
2382,311260 Capinópolis,MG
2383,311265 Capitão Andrade,MG
2384,311270 Capitão Enéas,MG
2385,311280 Capitólio,MG
2386,311290 Caputira,MG
2387,311300 Caraí,MG
2388,311310 Caranaíba,MG
2389,311320 Carandaí,MG
2390,311330 Carangola,MG
2391,311340 Caratinga,MG
2392,311350 Carbonita,MG
2393,311360 Careaçu,MG
2394,311370 Carlos Chagas,MG
2395,311380 Carmésia,MG
2396,311390 Carmo da Cachoeira,MG
2397,311400 Carmo da Mata,MG
2398,311410 Carmo de Minas,MG
2399,311420 Carmo do Cajuru,MG
2400,311430 Carmo do Paranaíba,MG
2401,311440 Carmo do Rio Claro,MG
2402,311450 Carmópolis de Minas,MG
2403,311455 Carneirinho,MG
2404,311460 Carrancas,MG
2405,311470 Carvalhópolis,MG
2406,311480 Carvalhos,MG
2407,311490 Casa Grande,MG
2408,311500 Cascalho Rico,MG
2409,311510 Cássia,MG
2410,311530 Cataguases,MG
2411,311535 Catas Altas,MG
2412,311540 Catas Altas da Noruega,MG
2413,311545 Catuji,MG
2414,311547 Catuti,MG
2415,311550 Caxambu,MG
2416,311560 Cedro do Abaeté,MG
2417,311570 Central de Minas,MG
2418,311580 Centralina,MG
2419,311590 Chácara,MG
2420,311600 Chalé,MG
2421,311610 Chapada do Norte,MG
2422,311615 Chapada Gaúcha,MG
2423,311620 Chiador,MG
2424,311630 Cipotânea,MG
2425,311640 Claraval,MG
2426,311650 Claro dos Poções,MG
2427,311660 Cláudio,MG
2428,311670 Coimbra,MG
2429,311680 Coluna,MG
2430,311690 Comendador Gomes,MG
2431,311700 Comercinho,MG
2432,311710 Conceição da Aparecida,MG
2433,311520 Conceição da Barra de Minas,MG
2434,311730 Conceição das Alagoas,MG
2435,311720 Conceição das Pedras,MG
2436,311740 Conceição de Ipanema,MG
2437,311750 Conceição do Mato Dentro,MG
2438,311760 Conceição do Pará,MG
2439,311770 Conceição do Rio Verde,MG
2440,311780 Conceição dos Ouros,MG
2441,311783 Cônego Marinho,MG
2442,311787 Confins,MG
2443,311790 Congonhal,MG
2444,311800 Congonhas,MG
2445,311810 Congonhas do Norte,MG
2446,311820 Conquista,MG
2447,311830 Conselheiro Lafaiete,MG
2448,311840 Conselheiro Pena,MG
2449,311850 Consolação,MG
2450,311860 Contagem,MG
2451,311870 Coqueiral,MG
2452,311880 Coração de Jesus,MG
2453,311890 Cordisburgo,MG
2454,311900 Cordislândia,MG
2455,311910 Corinto,MG
2456,311920 Coroaci,MG
2457,311930 Coromandel,MG
2458,311940 Coronel Fabriciano,MG
2459,311950 Coronel Murta,MG
2460,311960 Coronel Pacheco,MG
2461,311970 Coronel Xavier Chaves,MG
2462,311980 Córrego Danta,MG
2463,311990 Córrego do Bom Jesus,MG
2464,311995 Córrego Fundo,MG
2465,312000 Córrego Novo,MG
2466,312010 Couto de Magalhães de Minas,MG
2467,312015 Crisólita,MG
2468,312020 Cristais,MG
2469,312030 Cristália,MG
2470,312040 Cristiano Otoni,MG
2471,312050 Cristina,MG
2472,312060 Crucilândia,MG
2473,312070 Cruzeiro da Fortaleza,MG
2474,312080 Cruzília,MG
2475,312083 Cuparaque,MG
2476,312087 Curral de Dentro,MG
2477,312090 Curvelo,MG
2478,312100 Datas,MG
2479,312110 Delfim Moreira,MG
2480,312120 Delfinópolis,MG
2481,312125 Delta,MG
2482,312130 Descoberto,MG
2483,312140 Desterro de Entre Rios,MG
2484,312150 Desterro do Melo,MG
2485,312160 Diamantina,MG
2486,312170 Diogo de Vasconcelos,MG
2487,312180 Dionísio,MG
2488,312190 Divinésia,MG
2489,312200 Divino,MG
2490,312210 Divino das Laranjeiras,MG
2491,312220 Divinolândia de Minas,MG
2492,312230 Divinópolis,MG
2493,312235 Divisa Alegre,MG
2494,312240 Divisa Nova,MG
2495,312245 Divisópolis,MG
2496,312247 Dom Bosco,MG
2497,312250 Dom Cavati,MG
2498,312260 Dom Joaquim,MG
2499,312270 Dom Silvério,MG
2500,312280 Dom Viçoso,MG
2501,312290 Dona Eusébia,MG
2502,312300 Dores de Campos,MG
2503,312310 Dores de Guanhães,MG
2504,312320 Dores do Indaiá,MG
2505,312330 Dores do Turvo,MG
2506,312340 Doresópolis,MG
2507,312350 Douradoquara,MG
2508,312352 Durandé,MG
2509,312360 Elói Mendes,MG
2510,312370 Engenheiro Caldas,MG
2511,312380 Engenheiro Navarro,MG
2512,312385 Entre Folhas,MG
2513,312390 Entre Rios de Minas,MG
2514,312400 Ervália,MG
2515,312410 Esmeraldas,MG
2516,312420 Espera Feliz,MG
2517,312430 Espinosa,MG
2518,312440 Espírito Santo do Dourado,MG
2519,312450 Estiva,MG
2520,312460 Estrela Dalva,MG
2521,312470 Estrela do Indaiá,MG
2522,312480 Estrela do Sul,MG
2523,312490 Eugenópolis,MG
2524,312500 Ewbank da Câmara,MG
2525,312510 Extrema,MG
2526,312520 Fama,MG
2527,312530 Faria Lemos,MG
2528,312540 Felício dos Santos,MG
2529,312560 Felisburgo,MG
2530,312570 Felixlândia,MG
2531,312580 Fernandes Tourinho,MG
2532,312590 Ferros,MG
2533,312595 Fervedouro,MG
2534,312600 Florestal,MG
2535,312610 Formiga,MG
2536,312620 Formoso,MG
2537,312630 Fortaleza de Minas,MG
2538,312640 Fortuna de Minas,MG
2539,312650 Francisco Badaró,MG
2540,312660 Francisco Dumont,MG
2541,312670 Francisco Sá,MG
2542,312675 Franciscópolis,MG
2543,312680 Frei Gaspar,MG
2544,312690 Frei Inocêncio,MG
2545,312695 Frei Lagonegro,MG
2546,312700 Fronteira,MG
2547,312705 Fronteira dos Vales,MG
2548,312707 Fruta de Leite,MG
2549,312710 Frutal,MG
2550,312720 Funilândia,MG
2551,312730 Galiléia,MG
2552,312733 Gameleiras,MG
2553,312735 Glaucilândia,MG
2554,312737 Goiabeira,MG
2555,312738 Goianá,MG
2556,312740 Gonçalves,MG
2557,312750 Gonzaga,MG
2558,312760 Gouveia,MG
2559,312770 Governador Valadares,MG
2560,312780 Grão Mogol,MG
